,0
4929,사직동 143-10
4930,신림동 1716
4931,장안동 344-1
4932,사당동 1151
4933,성내동 244-8
4934,송정동 439-1
4935,광안동 51-3
4936,문현동 788-1
4937,개봉동 20-1
4938,대연동 967-1
4939,괴정동 882-6
4940,연산동 418-5
4941,장안동 342-3
4942,상도동 536
4943,장림동 1146-1
4944,부전동 424-2
4945,신사동 369
4946,쌍문동 726
4947,민락동 705-1
4948,창천동 518
4949,등촌동 641
4950,재송동 1080-5
4951,서초동 1337-3
4952,사당동 1147
4953,기장읍 교리 352-2
4954,화곡동 913-1
4955,신정동 1014-5
4956,명일동 357
4957,대치동 975-20
4958,이촌동 434
4959,서초동 1326
4960,구로동 98-8
4961,충정로2가 185-15
4962,명장동 488-1
4963,기장읍 동부리 166
4964,공릉동 752
4965,마곡동 735
4966,망원동 512
4967,한남동 809
4968,신월동 1050
4969,수안동 8-1
4970,구로동 1283
4971,구의동 664
4972,신월동 1016
4973,도곡동 902-8
4974,하단동 529-13
4975,재송동 1041-9
4976,삼성동 107
4977,개금동 540-51
4978,대청동2가 19-2
4979,덕천동 409-2
4980,전포동 327-84
4981,부곡동 64-35
4982,천호동 22-17
4983,봉천동 1729
4984,정릉동 1037
4985,내발산동 717-20
4986,삼성동 22
4987,온천동 1447-8
4988,목동 724-2
4989,대치동 907-2
4990,방화동 895
4991,중곡동 699
4992,구서동 258-10
4993,문배동 40-39
4994,영등포동1가 40-1
4995,하단동 511-4
4996,역촌동 43-4
4997,연지동 41-10
4998,한강로3가 16-85
4999,괴정동 1120-1
5000,부전동 42-1
5001,화곡동 900-1
5002,길동 146-1
5003,부곡동 278-3
5004,신사동 510-11
5005,송정동 103
5006,청학동 216-26
5007,당리동 325-8
5008,삼성동 126
5009,방화동 872
5010,공릉동 389-13
5011,서대신동2가 391-1
5012,연산동 416-10
5013,주례동 90-1
5014,불광동 311-13
5015,염창동 296
5016,구로동 110
5017,신월동 426-3
5018,둔촌동 62
5019,마곡동 734
5020,방이동 193-37
5021,괴정동 352-33
5022,신림동 233-11
5023,성내동 424-12
5024,전포동 362-3
5025,청담동 106-11
5026,구로동 110-9
5027,신정동 324-10
5028,방화동 884
5029,용답동 226-4
5030,장안동 346-2
5031,구서동 466-3
5032,구로동 44-8
5033,수안동 39-36
5034,서초동 1615-10
5035,범천동 841-1
5036,구로동 98-4
5037,남산동 51-5
5038,중동 1796
5039,논현동 274
5040,양평동1가 245
5041,천호동 410-105
5042,방배동 775-1
5043,용호동 481-6
5044,거제동 728-1
5045,남현동 1132
5046,광안동 1070-6
5047,남천동 3-15
5048,등촌동 646-29
5049,부전동 122-8
5050,내발산동 675-9
5051,길동 347-27
5052,길동 361-18
5053,신림동 1425-4
5054,개봉동 479
5055,신사동 632
5056,둔촌동 94-16
5057,길동 247
5058,우면동 737
5059,거제동 676-145
5060,남산동 248-1
5061,갈현동 467-2
5062,방화동 885
5063,이촌동 193-3
5064,중동 1396-1
5065,흥인동 119
5066,평창동 66-1
5067,동선동4가 295-1
5068,시흥동 1016
5069,신림동 1737
5070,양정동 7-9
5071,부곡동 397-8
5072,수유동 732
5073,상도동 460
5074,천호동 27-41
5075,가산동 772
5076,도화동 559
5077,복천동 282
5078,내발산동 672-15
5079,풍납동 254
5080,광안동 168-3
5081,면목동 1520
5082,목동 958
5083,재송동 1059-1
5084,방학동 716-1
5085,구포동 1261-32
5086,온천동 1250-6
5087,아미동2가 41-1
5088,신정동 992-1
5089,중동 1485-19
5090,거제동 211-4
5091,화곡동 1153
5092,감천동 828-27
5093,방배동 940-8
5094,삼성동 104-10
5095,서대신동3가 293-10
5096,연산동 1345-12
5097,홍은동 439-1
5098,온천동 1421-6
5099,잠원동 52-1
5100,봉천동 1697
5101,가락동 196
5102,성수동1가 717
5103,괴정동 530-8
5104,신월동 1070
5105,신사동 622
5106,중곡동 683
5107,부곡동 337-3
5108,봉천동 622-3
5109,방화동 547-11
5110,화곡동 918-6
5111,한남동 732-19
5112,신림동 551-42
5113,중화동 208-4
5114,연지동 299
5115,세곡동 516
5116,모라동 655-7
5117,방배동 849-30
5118,수유동 229-49
5119,영등포동7가 29-130
5120,복천동 561
5121,서대신동3가 35-1
5122,방화동 619-7
5123,동선동1가 121-6
5124,거제동 584
5125,시흥동 882-61
5126,평창동 145-5
5127,한강로3가 65-230
5128,동작동 329
5129,재송동 104-2
5130,남산동 48-3
5131,응암동 118-12
5132,도곡동 551-28
5133,광안동 139-1
5134,구서동 415-14
5135,공릉동 371-11
5136,견지동 110
5137,도화동 538
5138,명장동 139-2
5139,대창동1가 54-67
5140,목동 524
5141,미근동 215
5142,풍납동 400-5
5143,범천동 842-4
5144,염창동 263-2
5145,신월동 447-3
5146,연산동 1092
5147,동삼동 244-8
5148,광안동 502-2
5149,도봉동 571
5150,범천동 1252-125
5151,대연동 1482-2
5152,남산동 96-1
5153,청룡동 31-2
5154,방배동 884-21
5155,괘법동 548-3
5156,범일동 830-77
5157,토성동2가 8-7
5158,석촌동 24-3
5159,반송동 208-2
5160,역촌동 58-4
5161,기장읍 대라리 100-1
5162,당리동 338-2
5163,서동 119-1
5164,신정동 872-6
5165,목동 772-7
5166,길동 457-1
5167,동소문동4가 103-20
5168,개봉동 469
5169,미아동 1351
5170,초읍동 349
5171,방화동 877
5172,성산동 250-43
5173,대청동4가 79-1
5174,성수동1가 716
5175,구로동 97-10
5176,부곡동 215-1
5177,석촌동 158-5
5178,망원동 507
5179,면목동 353-55
5180,광안동 662-1
5181,망원동 503
5182,양정동 272-2
5183,구로동 97
5184,청룡동 634-7
5185,공릉동 270-71
5186,잠원동 60-78
5187,모라동 648-1
5188,온천동 1448-1
5189,송정동 200-2
5190,광장동 125
5191,방화동 861
5192,광안동 162-11
5193,신원동 BL-4
5194,면목동 538
5195,수유동 50-20
5196,합정동 450-11
5197,천호동 163-34
5198,당리동 61-15
5199,반포동 12
5200,봉래동3가 137
5201,기장읍 대변리 584
5202,연산동 2140-4
5203,서대신동3가 276
5204,일원동 690-1
5205,길동 107
5206,묵동 174-9
5207,거제동 1515
5208,수정동 1186-1
5209,방화동 889
5210,정릉동 1022
5211,고척동 322
5212,대연동 888-7
5213,장안동 382-5
5214,연산동 1829-3
5215,서초동 1466-17
5216,암남동 81-89
5217,괴정동 197-1
5218,마곡동 738
5219,연산동 705-2
5220,불광동 634
5221,압구정동 510
5222,중화동 42
5223,내발산동 736
5224,신림동 1458-6
5225,덕천동 388-5
5226,자양동 811
5227,성내동 429-6
5228,길동 475
5229,천호동 287-25
5230,목동 541
5231,장안동 564
5232,화곡동 1024-23
5233,화곡동 1111-3
5234,하단동 485-6
5235,하단동 595-40
5236,송정동 947
5237,망원동 508
5238,논현동 62-3
5239,온천동 1441-16
5240,신월동 529-2
5241,청담동 15
5242,초읍동 279-9
5243,재송동 1121-2
5244,면목동 1530
5245,광안동 116-26
5246,사당동 1156
5247,초량동 598-18
5248,당리동 17
5249,남가좌동 345-4
5250,암사동 501-4
5251,목동 739-1
5252,공릉동 755
5253,화곡동 1161
5254,논현동 214-2
5255,광안동 540-4
5256,응암동 119-16
5257,연산동 460
5258,서초동 1473-2
5259,연희동 196-1
5260,전포동 554-2
5261,역삼동 711
5262,봉천동 1531-39
5263,봉천동 729-22
5264,반포동 48-2
5265,중동 1520-8
5266,삼성동 105
5267,역촌동 85-41
5268,괴정동 1074-2
5269,구산동 199-24
5270,군자동 355-5
5271,도곡동 467-10
5272,한남동 1-44
5273,내발산동 676-12
5274,삼성동 129
5275,우이동 175
5276,안락동 470-2
5277,일광면 이천리 369-4
5278,온천동 1414-7
5279,한남동 657-107
5280,잠원동 59-10
5281,구로동 46-4
5282,망원동 492
5283,가야동 226-6
5284,중동 1735
5285,광안동 194-5
5286,서초동 1507-38
5287,독산동 1093-5
5288,좌천동 737-1
5289,광안동 170-4
5290,장안동 344-8
5291,개금동 492-10
5292,문배동 24-8
5293,명일동 356
5294,상봉동 113-1
5295,명일동 358
5296,온천동 1832
5297,온천동 1250-8
5298,숭인동 318-2
5299,대연동 1604-8
5300,만덕동 759-11
5301,광안동 1070-2
5302,독산동 958
5303,개포동 655-1
5304,오금동 133-16
5305,초량동 1156-4
5306,구포동 577
5307,삼성동 129-20
5308,남항동3가 34-1
5309,방배동 425-1
5310,당산동 121-204
5311,수정동 1175-1
5312,가산동 148-1
5313,대치동 938-16
5314,길동 99-1
5315,광안동 184-12
5316,신림동 1433-55
5317,수영동 457-2
5318,성내동 467-1
5319,전포동 644-1
5320,기장읍 대라리 419-15
5321,당리동 302-3
5322,연산동 418-8
5323,양평동4가 324
5324,장안동 556
5325,부전동 466-3
5326,감만동 176-28
5327,부곡동 223-6
5328,개봉동 367-2
5329,화곡동 925-5
5330,이문동 256-2
5331,성내동 413-6
5332,신사동 363
5333,자양동 791
5334,화명동 263-3
5335,암사동 463-18
5336,망원동 493
5337,가야동 5-56
5338,괴정동 458-53
5339,신월동 127-1
5340,봉천동 869-3
5341,부곡동 773-1
5342,명일동 326-9
5343,둔촌동 65-4
5344,망원동 502
5345,내발산동 715-5
5346,상도동 410
5347,연산동 1259-2
5348,연산동 578-15
5349,길동 343-2
5350,방학동 636
5351,구서동 184-35
5352,면목동 1517
5353,신정동 948-24
5354,전포동 649-3
5355,망미동 962-6
5356,부전동 415-1
5357,덕천동 354-8
5358,연지동 179-1
5359,온천동 1410-1
5360,중동 1521-38
5361,삼성동 52-9
5362,구서동 466-7
5363,남현동 1059-1
5364,길동 360-5
5365,광안동 951-4
5366,청룡동 44-13
5367,잠원동 34-1
5368,신월동 1003-4
5369,중화동 286-22
5370,내발산동 732
5371,신월동 110-1
5372,양정동 147-5
5373,청담동 15-21
5374,장안동 372-8
5375,대연동 1752-8
5376,남산동 707
5377,구의동 199-23
5378,광안동 119-2
5379,이촌동 414
5380,낙민동 133-2
5381,청학동 7-46
5382,상계동 1318
5383,수정동 101-6
5384,연산동 588-5
5385,중동 30-28
5386,명장동 산62-8
5387,영선동2가 71-1
5388,묵동 393
5389,괴정동 268-6
5390,부곡동 9-21
5391,부전동 410-13
5392,역촌동 234
5393,좌천동 734-4
5394,성내동 606
5395,목동 954
5396,동삼동 363-38
5397,서대신동3가 453-2
5398,한남동 805
5399,괴정동 545-1
5400,초량동 87-8
5401,전포동 591-1
5402,서초동 1347-20
5403,삼전동 8
5404,봉천동 916-22
5405,효창동 5-145
5406,용호동 363-1
5407,불광동 217
5408,홍제동 157-68
5409,우동 894-4
5410,내발산동 733
5411,부민동1가 18-8
5412,온천동 1242-1
5413,천호동 447-15
5414,망우동 576
5415,등촌동 641-4
5416,불광동 484-60
5417,자양동 553-41
5418,전포동 15-2
5419,길동 371-9
5420,목동 502-7
5421,용산동2가 47-17
5422,중동 36-29
5423,대치동 938-11
5424,하단동 888-5
5425,초량동 1056-56
5426,서대신동2가 473-2
5427,암사동 472-18
5428,광안동 1025-6
5429,천호동 427-3
5430,대연동 405
5431,상도동 413
5432,명지동 3400
5433,중동 1501-4
5434,하단동 492-5
5435,방배동 998
5436,길동 379
5437,화곡동 1018-32
5438,역촌동 39-1
5439,화곡동 460-1
5440,남항동1가 170-1
5441,목동 955
5442,복천동 67
5443,봉래동5가 30-1
5444,연산동 1384-3
5445,방화동 537-1
5446,홍제동 307-9
5447,대조동 9-50
5448,하단동 589-11
5449,신월동 547-9
5450,신정동 962-18
5451,수안동 32-2
5452,자양동 578
5453,초량동 89-6
5454,응암동 117-22
5455,삼성동 121-38
5456,신설동 89-38
5457,서초동 1434-2
5458,재송동 273-3
5459,개금동 451-12
5460,성내동 51
5461,방화동 585-4
5462,방배동 847-34
5463,서초동 1467-97
5464,방화동 891
5465,수안동 344
5466,길동 415-11
5467,구서동 178-10
5468,청학동 382-85
5469,일광면 삼성리 107-1
5470,서초동 1506-88
5471,도화동 536
5472,역삼동 710
5473,연산동 1995-3
5474,신길동 496
5475,우암동 129-1
5476,범천동 842-11
5477,월계동 946
5478,화곡동 1009-8
5479,구산동 223
5480,장지동 878
5481,기장읍 동부리 378-3
5482,천호동 28
5483,만덕동 696-6
5484,수안동 8-4
5485,묵동 170-27
5486,오류동 44-10
5487,대연동 1741-6
5488,장안동 456-8
5489,서대신동1가 40
5490,구서동 177-9
5491,부곡동 384-18
5492,덕포동 213-1
5493,신림동 1724
5494,초읍동 670
5495,목동 953
5496,내발산동 661-2
5497,군자동 358-9
5498,용호동 296-3
5499,신월동 981-4
5500,광안동 379-12
5501,장안동 584
5502,신월동 20-28
5503,목동 907-23
5504,구산동 222
5505,연희동 218-16
5506,광안동 548-4
5507,잠원동 31-14
5508,성내동 396-10
5509,신정동 1194-5
5510,대치동 986-14
5511,영선동3가 8
5512,신대방동 395-67
5513,공릉동 379-5
5514,부곡동 63-9
5515,아현동 371-1
5516,우면동 764
5517,온천동 1379-31
5518,우동 265-44
5519,신림동 1729
5520,서초동 1627-3
5521,면목동 1526
5522,잠원동 158
5523,당리동 234-1
5524,풍납동 224-1
5525,석촌동 1-1
5526,풍납동 254-2
5527,대연동 285-2
5528,내수동 71
5529,가야동 634-1
5530,홍은동 392-1
5531,상봉동 128-10
5532,화곡동 918-25
5533,신당동 432-1653
5534,답십리동 178
5535,기장읍 대라리 172-6
5536,망우동 574
5537,서초동 1522-1
5538,문현동 648-13
5539,부곡동 396-2
5540,신정동 993-1
5541,주례동 80-142
5542,녹번동 83-51
5543,봉천동 863-9
5544,송정동 174-15
5545,온천동 1448-18
5546,수유동 52-30
5547,한남동 644-2
5548,동삼동 400
5549,용두동 236-1
5550,하단동 590-3
5551,광안동 776-11
5552,화곡동 1076-2
5553,역삼동 706-10
5554,옥수동 306
5555,괴정동 1273
5556,방이동 40
5557,옥수동 528
5558,온천동 1379-32
5559,상도동 409-3
5560,미아동 258-732
5561,연산동 1122-3
5562,구서동 936-18
5563,중계동 600
5564,신월동 18-17
5565,부곡동 64-38
5566,신정동 926-4
5567,면목동 1523
5568,거제동 593-5
5569,수안동 36-2
5570,영등포동1가 145
5571,오금동 26-3
5572,삼성동 127-5
5573,면목동 1-41
5574,장안동 400-3
5575,북아현동 1010
5576,오류동 349
5577,재송동 1324
5578,장림동 187-5
5579,신대방동 395-65
5580,면목동 472-8
5581,구의동 665
5582,대조동 4-6
5583,서초동 1327
5584,구서동 177-8
5585,봉천동 1500
5586,거제동 1463-10
5587,당주동 100
5588,중동 797-3
5589,용호동 368-1
5590,반포동 702-1
5591,구의동 547
5592,을지로5가 39-1
5593,궁동 184-6
5594,명장동 29-104
5595,남현동 1084-1
5596,온천동 210-11
5597,부평동4가 2-9
5598,구서동 175-2
5599,목동 771-31
5600,광안동 184-1
5601,성내동 378-6
5602,영선동3가 53
5603,성산동 650
5604,등촌동 716
5605,양정동 141-5
5606,한남동 96-3
5607,화곡동 916-14
5608,대연동 40-5
5609,삼성동 8-2
5610,온천동 477-5
5611,창천동 510-2
5612,신월동 45-2
5613,화명동 1567-1
5614,부곡동 324-9
5615,증산동 252
5616,범일동 1315-3
5617,상계동 1303
5618,재송동 1183-3
5619,온천동 1426-9
5620,연희동 743
5621,신월동 1059
5622,신길동 499
5623,전포동 194-26
5624,망우동 508-34
5625,신월동 1068
5626,구서동 86-25
5627,부전동 420-9
5628,전포동 891-47
5629,신정동 883
5630,홍익동 366
5631,녹번동 176-22
5632,명륜1가 23
5633,대조동 9-45
5634,용호동 481-3
5635,하단동 526-8
5636,장림동 223
5637,당리동 351-5
5638,후암동 302
5639,부전동 109-11
5640,남현동 1139
5641,잠원동 33-7
5642,문현동 238-5
5643,망원동 511
5644,중동 1477-3
5645,남산동 32-8
5646,부전동 109-8
5647,성내동 410-16
5648,대림동 687-1
5649,화곡동 1021-2
5650,재송동 100-2
5651,독산동 894-20
5652,길동 337-19
5653,신길동 65-21
5654,연산동 1480-12
5655,가산동 774
5656,구서동 258-7
5657,고척동 323
5658,동대신동1가 339-5
5659,당산동 121-108
5660,주례동 92-316
5661,우암동 3-4
5662,온천동 1376-5
5663,신내동 799
5664,독산동 1141
5665,신평동 669
5666,봉천동 1615-17
5667,중동 1150-7
5668,창동 665-21
5669,장전동 541-6
5670,괴정동 484-2
5671,영주동 91-1
5672,천호동 26-12
5673,하월곡동 70-4
5674,천호동 52-1
5675,대림동 974-1
5676,온천동 165-2
5677,구의동 224-1
5678,연산동 603-6
5679,감천동 13-1105
5680,봉래동2가 49
5681,화명동 264-1
5682,부암동 380-7
5683,목동 555-4
5684,부곡동 266-1
5685,범천동 735-6
5686,망원동 514
5687,대조동 59-20
5688,마장동 829
5689,후암동 458
5690,연산동 1293-16
5691,고척동 333
5692,역촌동 77-3
